property_type,society,sector,price,Area,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,additionalRoom,floorNum,facing,agePossession,nearbyLocations,furnishDetails,features
house,independent,sector 26,13.5,4518.0,29880.0,Plot area 502(419.74 sq.m.),5,5,3+,"pooja room,study room,servant room,others",2.0,North-East,1 to 5 Year Old,"['Guru dronacharya metro station', 'Dlf phase 1 metro station', 'Sikandarpur rmrg metro station', 'Sikanderpur metro station', 'Sikandarpur metro station', 'Dlf phase 2 metro station', 'Hanuman Mandir', 'Icici bank ATM', 'Axis bank ATM', 'Central bank ATM', 'Central bank atm teste 001112', 'Sikka Maternity And Surgical Center', 'Anahat Hospital', 'Divine Look Clinic Centre 1', 'The Dental Lounge', ""St Stephen's Hospital Health Care Facility"", 'Marwah Clinic', 'Durga Poly Clinic', 'Krishna Family Clinic', 'Upkar Clinic', 'Surgi Center Clinic', 'Lord Krishna Hospital', 'Uma Sanjeevani Health Centre And Hospital', 'Cosmodentz Dental Clinic', 'Kailash Nursing Home Gurgaon', ""Dr. Khullar's Dental Clinic"", 'Relief Physiotherapy Clinic', 'RBS Dental Clinic', 'Sidhesh Hospital Gurgaon', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Dental Cure and Care Centre', 'Religare Wellness', '98.4', 'Guardian', 'Emaar Business Park', 'Axis bank', 'Hsbc bank', 'Kotak mahindra bank', 'Hdfc bank', 'Lord krishna bank', 'Indusind bank', 'Abn amro bank', 'PVR Cinames', 'Food Court', 'Nowhere Brewpub and cafe']","['6 Fan', '1 Fridge', '1 Exhaust Fan', '6 Geyser', '1 Stove', '12 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', '6 Curtains', '5 Wardrobe', '1 Washing Machine', '1 Microwave', 'No Bed', 'No Dining Table', 'No Sofa', 'No TV', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']"
flat,imperia the esfera,sector 37c,0.7,1435.0,4879.0,Super Built up area 1435(133.32 sq.m.),2,3,3+,"study room,others",12.0,North,Under Construction,"['Approved Sector 37 Mero Station', 'Esplanade Mall', 'Sector 10 Market', 'Dwarka Expressway', 'Suncity School', 'Xavier’s International', 'Alpine School', 'Signature Hospital']",[],"['Intercom Facility', 'Lift(s)', 'Feng Shui / Vaastu Compliant', 'Swimming Pool', 'Park', 'Security Personnel', 'Maintenance Staff', 'Club house / Community Center', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Water softening plant']"
flat,la vida by tata housing,sector 113,2.78,2450.0,11346.0,Super Built up area 2690(249.91 sq.m.)Built Up area: 2599 sq.ft. (241.46 sq.m.)Carpet area: 2450 sq.ft. (227.61 sq.m.),3,3,3,"study room,servant room",3.0,North,0 to 1 Year Old,"['Dwarka Sector 21', 'Pacific D21 Mall', 'Bajghera Road', 'Dwarka Expy', 'Euro International School, Sector- 109.', 'The NorthCap University', ""Rion's Hospital"", 'Indira Gandhi Intl Airport', 'Bijwasan Railway Station']","['2 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
flat,signature global solera,sector 107,0.28,480.0,5828.0,Carpet area: 489 (45.43 sq.m.),2,2,2,not available,11.0,South,1 to 5 Year Old,"['Gurgaon Dreamz Mall', 'Dwarka Expressway', ""Colonel's Central Academy"", 'The NorthCap University', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Trident Hotel Gurgaon', 'Fun N Food Village', 'DLF Golf and Country Club', 'F9 Go Karting Gurgaon', 'SkyJumper Trampoline Park Gurgaon']",,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal']"
house,signature global park,sohna road,0.85,1120.0,7589.0,Built Up area: 1120 (104.05 sq.m.),3,2,2,not available,1.0,,2024-06-01 00:00:00,"['Sector 55-56 metro', 'Global city centre', 'Sohna road dhunela', 'Gd goenka university', 'Maharana pratap school', 'Vardaan hospital and trauma centre', 'Indira Gandhi International Airport', 'Garhi harsaru railway station Gurgaon']","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Park', 'Visitor Parking']"
house,palam vihar extension west zone rwa,sector 2,0.65,1125.0,5777.0,Plot area 1125(104.52 sq.m.),2,2,1,store room,1.0,North,5 to 10 Year Old,"['Palam triangle', 'Palam Vihar Vyapar kendra', 'HUDA Sector 23 Market', 'Ram Mandir', 'Sheetla Mata Mandir', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Kalyan Hospital Gurgaon', 'Metro Hospital and Heart Institute Gurgaon', ""Dr. Anurag's Child Care Clinic"", 'Apollo Cradle Hospital Gurgaon', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Yashroop Medical Centre', 'Chirag Hospital Pvt. Ltd', 'Jeevan Jyoti Hospital Gurgaon', 'Kishor Clinic', 'Sheetla Clinic', 'Ansals Plaza above ground car parking', 'Ansals plaza underground car parking', 'HUDA sector 23 parking', 'Big Cinemas', 'Axis bank', 'Punjab national bank', 'Oriental bank of commerce', 'Catholic syrian bank', 'Karur vysay bank', 'Oriental bank of commerce', 'Hdfc bank', 'Icici bank', ""McDonald's"", 'Moti Mahal', 'Pind Baluchi', 'Pizza Hut', 'Cafe Coffee Day', ""Domino's Pizza"", 'Om Sweets', 'Cafe Coffee Day', 'THE NORTHCAP UNIVERSITY', 'Masti ki Pathshala Teach India', 'Swiss Cottage school', 'Chiranjiv Bharati School', 'Lieutenant Atul Kataria School', 'Palam vihar railway station']","['2 Wardrobe', '4 Fan', '1 Exhaust Fan', '5 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['High Ceiling Height', 'Water Storage', 'No open drainage around', 'Natural Light']"
flat,tulip lemon,sector 69,0.6,600.0,10000.0,Carpet area: 600 (55.74 sq.m.),2,1,1,not available,12.0,Na,1 to 5 Year Old,"['Sri Radhe Krishna Temple', 'Icici bank ATM', 'Sai Dharamraj Hospital', 'Ekta Hospital', 'Sai Heart and Trauma Center', 'Sona Devi Memorial Hospital and Trauma Centre', 'Sanjeevani Hospital Gurgaon', 'Gobind Hospital', 'Kamal Hospital and Maternity Centre', 'Divine Look Clinic Centre', 'Skin Clinic', 'Dr. Anuj Sharma', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Dr. Naresh Pandita', 'Best Urologist Atcomplete Family Clinic', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'Kore Tech Park', 'SPAZE BUSINESS PARK', 'Central bank of india', 'Union bank of india', 'State bank of india', 'Indusind bank', 'Icici bank', 'Hdfc bank', 'Icici bank', 'Hdfc bank', 'SRS Cinemas', 'Nook', 'Starbucks', ""Nirula's"", ""Domino's Pizza""]","['2 Wardrobe', '3 Fan', '1 Geyser', '5 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Piped-gas', 'Security Personnel', 'Shopping Centre', 'Club house / Community Center', 'Rain Water Harvesting']"
flat,bestech park view city,sector 49,2.7,2159.0,12505.0,Super Built up area 2159(200.58 sq.m.),3,4,3+,not available,6.0,Na,5 to 10 Year Old,"['Sector 55-56 Metro Station', 'Raheja Mall', 'Hong Kong Bazaar', 'Sohna Road', 'Delhi Jaipur Expressway', 'DAV Public School', 'Gurugram University', 'W Pratiksha Hospital', 'Indira Gandhi International Airport', 'Bestech Business Tower', 'Radisson Hotel Gurugram Sohna Road', 'HUDA Mini Golf Course', 'SkyJumper Trampoline Park Gurgaon', 'SCC Drive-In Cinema', 'Duke Horse Riding Club']",[],
flat,experion the heartsong,sector 108,2.0,2338.0,8554.0,Super Built up area 2338(217.21 sq.m.),3,3,3+,servant room,14.0,East,1 to 5 Year Old,"['Galleria 108 Mall', 'Dwarka Expressway', 'Central Peripheral Road', 'The Shikshiyan School', 'Manipal Hospital', 'Indira Gandhi International Airport', 'Vivanta New Delhi, Dwarka', 'SkyJumper Trampoline Park', 'Fun N Food Village']","['5 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
flat,puri diplomatic greens,sector 111,2.65,1950.0,13589.0,Super Built up area 2215(205.78 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),3,4,2,servant room,7.0,West,1 to 5 Year Old,"['Dwarka Sector 21 Metro Station', 'Gurgaon Dreamz Mall', 'Dwarka Expressway', 'Delhi', 'Delhi Jaipur Highway', 'Red Roses Public School', 'The NorthCap University', 'Metro Hospital, Palam Vihar', 'Indira Gandhi International Airport', 'The Oberoi, Gurgaon']","['5 Fan', '1 Exhaust Fan', '17 Light', '5 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
flat,dlf regency park,sector 28,1.91,1150.0,16608.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,not available,11.0,Na,0 to 1 Year Old,"['Sector 42-43 metro station', 'Dlf phase 1 metro station', 'Huda city centre metro station', 'New Life Church', 'Hanuman Mandir', 'Rbs ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Hdfc ATM', 'Hdfc bank ATM', 'Marwah Clinic', 'Paras Hospital Gurgaon', 'Sitaram Bhartia', 'Gupta', 'Max Hospital', 'The Dental Lounge', 'Dr. Kutbuddin Akbary', 'Arihant Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Axis bank', 'Icici bank', 'Hdfc bank', 'The Chicken Boat', 'Balaji Vegetarian Paradise', 'Nowhere Brewpub and cafe', 'Blue Tokai Coffee Roasters', 'Starbucks', 'Fat', 'Dighent cafe', 'Drunken Monkey', 'Belgian Waffle', 'CCD', 'Naveidyam', 'Sagar Ratna', 'Shophouse by Kylin', 'PWO house', 'Cafe Tonini', ""Carl's Jr."", 'Starbucks', 'Stones2milestones', 'Ncr library', 'Bahrisons library']","['1 Water Purifier', '3 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '2 Geyser', '1 Stove', '3 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '2 Bed', '2 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No Light', 'No TV']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Recently Renovated', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Spacious Interiors', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']"
flat,sbtl caladium,sector 109,1.63,2545.0,6404.0,Super Built up area 2545(236.44 sq.m.),3,3,2,servant room,8.0,North-West,1 to 5 Year Old,"['Palam Vihar Vyapar kendra', 'Chirag Hospital Pvt. Ltd', 'R K Hospital Gurgaon', 'Kalyan Hospital Gurgaon', 'Bhardwaj Hospital', 'Dr. Hitesh Dawar', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']",,"['Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
flat,m3m merlin,sector 67,3.4,2358.0,14418.0,Super Built up area 2358(219.07 sq.m.),3,4,3,servant room,17.0,North,1 to 5 Year Old,"['Airia Mall', 'Golf Course Extension Road', 'Alpine Convent School', 'DPG Institute of Technology', 'MKD Hospital', 'Indira Gandhi International Airport', 'Lemon Tree Hotel, Sohna Road', 'SkyJumper Trampoline Park', 'DLF Golf and Country Club', 'PVR Drive in Theatre']","['5 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '8 Light', '5 AC', '1 Chimney', '1 Curtains', '1 Modular Kitchen', '3 Wardrobe', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
house,unitech nirvana birch court,sector 50,7.1,251.0,283333.0,Plot area 240(22.3 sq.m.),3,3,3,servant room,1.0,East,5 to 10 Year Old,"['Sri Radhe Krishna Temple', 'Standard chartered ATM', 'Icici bank ATM', 'Vatsalya Clinic', 'Bones Clinic - Orthopaedics', 'Skin Clinic', 'Divine Look Clinic Centre', 'Dr. Naresh Pandita', 'Dr. Anuj Sharma', 'Meher Clinic', 'Vishesh Dental', 'Neelkanth Health Care', 'Dr. Aruna Kalra', 'Park Hospital Gurgaon', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', 'Ekta Hospital', 'Sai Heart and Trauma Center', 'Sanjeevani Hospital Gurgaon', 'Sona Devi Memorial Hospital and Trauma Centre', 'Sai Dharamraj Hospital', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'SPAZE BUSINESS PARK', 'Kore Tech Park', 'Unitech', 'Hdfc bank', 'Hdfc bank', 'Hdfc bank', 'Indusind bank', 'Icici bank', 'Central bank of india', 'Union bank of india', 'SRS Cinemas', 'Madison and Pike', 'India', 'Haldiram', 'Starbucks', 'Nook', ""Domino's Pizza"", ""Nirula's"", 'Kamla International', 'Gurugram University', 'Delhi Public School Primary Section']","['1 Modular Kitchen', '3 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']"
flat,ss the leaf,sector 85,1.58,2048.0,7714.0,Super Built up area 2408(223.71 sq.m.)Carpet area: 2048 sq.ft. (190.27 sq.m.),3,4,3,servant room,8.0,East,1 to 5 Year Old,"['Sapphire 83 Mall', 'Dwarka Expressway', 'Central Peripheral Road', 'NH 08', 'Pataudi Road', 'Delhi Public School Sector 84', 'DPG Institute of Technology', 'Genesis Hospital Sector 84', 'Indira Gandhi International Airport', 'Imt Manesar', 'Holiday Inn Hotel Sector 90', 'SkyJumper Trampoline Park', 'Nakhrola Stadium Sector 81A']",,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Spacious Interiors', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
house,independent,sector 50,5.0,215517.0,232.0,Plot area 2(1011.71 sq.m.),6,5,3+,"pooja room,study room,servant room,others",2.0,,0 to 1 Year Old,"['Standard chartered ATM', 'Icici bank ATM', 'Vatsalya Clinic', 'Bones Clinic - Orthopaedics', 'Meher Clinic', 'Dr. Naresh Pandita', 'Dr. Anuj Sharma', 'Vishesh Dental', 'Skin Clinic', 'Neelkanth Health Care', 'Park Hospital Gurgaon', 'Divine Look Clinic Centre', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', 'Sukhmani Hospital Pvt. Ltd', 'Ekta Hospital', 'Sai Heart and Trauma Center', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'SPAZE BUSINESS PARK', 'Unitech', 'India Oil', 'Hdfc bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank', 'Indusind bank', 'Hdfc bank', 'SRS Cinemas', 'India', 'Madison and Pike', 'Haldiram', ""Domino's Pizza"", ""Nirula's"", 'Starbucks', 'Nook', 'Kamla International', 'Gurugram University', 'Delhi Public School Primary Section', 'Amity Global School', 'Manav Rachna School', 'Manav Rachna Swimming Pool']","['1 Fan', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Light', '1 AC', '1 Chimney', '1 Curtains', '1 TV', '1 Wardrobe', '1 Microwave', 'No Bed', 'No Modular Kitchen', 'No Fridge', 'No Sofa', 'No Stove', 'No Washing Machine', 'No Water Purifier']",
flat,shree vardhman victoria,sector 70,1.07,1350.0,7925.0,Super Built up area 1350(125.42 sq.m.),2,2,3,study room,8.0,North,1 to 5 Year Old,"['Airia Mall', 'Golf Course Extn Road', 'Sohna Road', 'Southern Peripheral Rd, Gurugram', 'Kunskapsskolan International', 'Ektaa Hospitals  Main Sohna Rd', 'Sanjeevani Hospital - Child Specialist', 'Federal Bank Sector 71', 'Central Bank Of India Sohna Rd', 'Axis Bank, Sohna Rd', 'Spaze Palazo, Golf Course Ext Rd', 'VATIKA BUSINESS PARK Sohna Rd', 'The Medicity, Spaze iTech Park', 'Tulip Violet Society, Sector 69', 'IndianOil, Hasanpur']","['2 Wardrobe', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
flat,dlf regal gardens,sector 90,1.23,1744.0,7052.0,Super Built up area 1744(162.02 sq.m.),3,3,2,others,19.0,North,1 to 5 Year Old,"['SS Omnia, Sector 86', 'Numberdar market, IMT Manesar', ""Sodhi's Supermarket, Sector 82"", 'RPS International School', 'RHM Public School', 'ICICI Bank ATM, Sector 86', 'Silver Streak Multi Speciality', 'Aarvy Healthcare Super Speciality', 'Miracles Apollo Cradle Hospital', 'HDFC Bank, Pataudi Rd', 'Canara Bank - Nawada Fatehpur', 'State Bank of India', 'Minda Industries Nawada Fatehpur', 'Holiday Inn Gurugram Sector 90', 'M3M SCO Shop cum Office']",,['Maintenance Staff']
flat,signature global park,sohna road,0.54,845.0,6388.0,Super Built up area 845.3(78.53 sq.m.)Carpet area: 528.3 sq.ft. (49.08 sq.m.),2,2,3,not available,4.0,East,0 to 1 Year Old,"['Sector 55-56 metro', 'Global city centre', 'Sohna road dhunela', 'Gd goenka university', 'Maharana pratap school', 'Vardaan hospital and trauma centre', 'Indira Gandhi International Airport', 'Garhi harsaru railway station Gurgaon']",,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
flat,godrej nature plus,sector 33,1.15,995.0,11558.0,Carpet area: 92.44,2,2,2,not available,15.0,Na,2023-12-01 00:00:00,"['Signature Global Infinity Mall Sohna', 'Badshahpur Sohna Rd Hwy', 'Gurjar Samrat Jaipal Khatana Marg', 'K. R. Mangalam University', 'Vidya Niketan Sr Sec School', 'Sanjivani Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","['3 Fan', '1 Exhaust Fan', '5 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
